customer_id,month,transaction_count,avg_balance,total_spend,mobile_logins,branch_visits
41181890,2025-11,56.0,2375.55,1419.15,38.0,0.0
92369924,2025-09,29.0,4761.64,1422.02,19.0,1.0
94484113,2025-12,32.0,2351.26,707.05,22.0,0.0
50731986,2025-12,26.0,1135.27,1348.97,15.0,0.0
31947449,2026-03,15.0,4012.26,369.34,10.0,1.0
50465599,2025-09,22.0,6689.55,1235.55,10.0,0.0
22829374,2025-08,66.0,3746.27,3947.88,55.0,1.0
93097170,2026-03,33.0,7691.41,1404.97,30.0,0.0
15425921,2025-12,46.0,4732.68,1398.51,25.0,0.0
18749919,2026-02,44.0,5448.0,1917.16,17.0,1.0
54394178,2025-07,40.0,493.88,747.23,28.0,1.0
45424987,2026-01,25.0,2816.86,656.42,14.0,0.0
80818916,2025-12,17.0,2581.12,593.28,7.0,1.0
85983860,2025-07,26.0,5584.88,525.61,17.0,1.0
90830412,2026-05,30.0,2802.49,552.03,13.0,1.0
64843989,2026-04,32.0,3482.05,668.09,14.0,0.0
85983646,2026-03,45.0,9363.19,5254.02,31.0,0.0
53033470,2025-09,26.0,913.19,646.5,5.0,0.0
69178240,2026-01,51.0,5442.09,1584.96,36.0,0.0
97801144,2026-01,45.0,9837.15,2816.37,35.0,0.0
72266090,2025-11,48.0,6327.57,6482.36,28.0,0.0
66722401,2026-01,46.0,4715.26,1458.65,31.0,0.0
59894556,2025-09,34.0,3714.08,1144.88,17.0,0.0
20038163,2026-04,40.0,3315.37,1537.68,28.0,0.0
57764618,2025-07,37.0,3241.34,948.86,17.0,1.0
32972618,2025-11,40.0,5306.53,717.36,7.0,2.0
65599685,2026-03,29.0,4537.3,2001.95,14.0,0.0
77583936,2025-12,29.0,2260.28,905.08,11.0,0.0
51554384,2026-01,,5290.94,870.15,14.0,0.0
93022948,2025-10,26.0,6718.08,1203.1,27.0,0.0
84285880,2026-03,13.0,1544.72,379.35,7.0,0.0
79905873,2025-08,28.0,1592.38,863.23,23.0,0.0
46713276,2026-02,23.0,2913.23,867.26,15.0,0.0
57229061,2025-12,13.0,1803.18,545.74,12.0,0.0
71136540,2025-08,43.0,6952.96,2097.96,30.0,1.0
35403783,2025-07,39.0,3029.48,1348.94,,1.0
72249664,2025-10,31.0,8690.95,1417.76,15.0,1.0
86440692,2025-10,42.0,1010.86,956.49,19.0,0.0
47614265,2025-12,30.0,5332.62,771.07,6.0,0.0
58186796,2025-08,44.0,2782.83,2107.97,22.0,2.0
80031347,2025-09,36.0,3906.28,1892.74,22.0,2.0
75441808,2025-11,34.0,2525.88,1008.92,21.0,0.0
12780306,2025-09,20.0,2740.79,834.45,14.0,0.0
31189125,2026-02,33.0,4723.4,1287.5,16.0,0.0
42993335,2026-05,23.0,2002.21,457.99,19.0,0.0
78350500,2025-09,19.0,4394.41,860.7,6.0,2.0
16437553,2025-06,38.0,2775.25,764.19,11.0,0.0
81929467,2025-09,39.0,1254.06,1074.17,30.0,0.0
84567048,2026-04,40.0,4504.91,776.67,7.0,3.0
42257605,2026-04,35.0,6005.7,2763.78,16.0,1.0
88055352,2026-01,38.0,10052.92,2224.09,23.0,0.0
98932144,2026-01,36.0,712.88,,24.0,1.0
99133234,2025-06,41.0,3622.34,2510.42,15.0,0.0
84535919,2026-04,41.0,3060.99,1645.16,24.0,0.0
74383368,2025-10,45.0,4348.82,1573.34,29.0,1.0
21898900,2026-05,41.0,6121.25,2073.19,27.0,0.0
59528490,2025-09,40.0,2058.99,1270.99,21.0,2.0
19537088,2025-12,30.0,4314.11,1063.78,18.0,0.0
46039382,2025-10,64.0,3606.67,3986.33,59.0,0.0
62460305,2026-04,36.0,3823.18,1938.8,24.0,0.0
57299104,2026-03,33.0,3831.48,1825.95,11.0,0.0
39420747,2025-09,23.0,3789.18,370.77,16.0,1.0
45304391,2025-09,65.0,4496.64,2051.97,33.0,0.0
19092972,2025-12,45.0,1161.35,926.95,23.0,0.0
86443267,2026-05,38.0,10192.16,2641.62,20.0,0.0
29721316,2026-05,11.0,1879.04,448.31,5.0,1.0
71305081,2025-06,23.0,4625.74,525.41,11.0,0.0
19295257,2026-02,23.0,3183.04, 537.30 ,11.0,0.0
32112592,2025-07,42.0,3132.32,1211.91,17.0,3.0
87784337,2026-03,14.0,7703.1,727.08,7.0,0.0
35608967,2025-12,45.0,10914.86,3808.94,18.0,0.0
60920721,2025-08,42.0,4631.52,2396.49,28.0,0.0
44037636,2025-12,46.0,4329.85,1170.12,28.0,0.0
40603865,2026-01,30.0,1139.27,427.7,,1.0
62163544,2025-10,37.0,6114.76,1513.32,22.0,0.0
16283044,2025-06,18.0,2550.61,392.67,11.0,0.0
34565777,2026-01,23.0,1854.14,515.75,14.0,0.0
97133642,2026-02,29.0,6744.95,1721.7,18.0,0.0
19964961,2025-09,28.0,1847.16,647.99,5.0,0.0
92432285,2025-12,4.0,2386.16,1089.18,29.0,0.0
44500815,2026-05,30.0,3569.86,961.07,16.0,1.0
73258558,2025-08,35.0,1823.89,1625.66,23.0,0.0
49838758,2026-03,17.0,3065.34,340.62,7.0,0.0
78097852,2026-03,46.0,2173.67,731.19,33.0,0.0
25780719,2025-10,20.0,2788.3,275.51,16.0,0.0
81164209,2025-08,23.0,4821.37,661.98,7.0,0.0
13749712,2025-12,,2408.81,550.97,15.0,0.0
87967545,2025-08,40.0,5105.22,835.73,25.0,0.0
87823852,2026-01,37.0,4894.25,2290.68,29.0,1.0
66885802,2025-10,18.0,2007.83,665.38,9.0,0.0
77602118,2025-09,24.0,2935.38,1143.46,10.0,0.0
64538687,2025-07,33.0,3042.58,467.48,11.0,2.0
84482697,2026-04,43.0,2315.03,873.43,22.0,0.0
37194720,2026-04,31.0,4112.88,874.69,19.0,1.0
21079602,2025-09,33.0,8958.95,1231.98,26.0,1.0
72760774,2025-06,28.0,2477.08,1468.83,18.0,0.0
37958185,2026-03,32.0,4516.16,1367.83,15.0,0.0
77144943,2026-05,22.0,4211.39,774.06,9.0,0.0
70990048,2026-04,37.0,7679.54,1528.24,25.0,0.0
85084449,2025-06,30.0,2261.59,1195.51,5.0,3.0
56587926,2026-02,33.0,2251.47,661.37,17.0,0.0
58807725,2025-09,43.0,6930.38,2551.11,43.0,0.0
26844612,2025-12,20.0,4559.88,370.13,5.0,0.0
70676848,2025-08,30.0,1913.33,893.29,31.0,1.0
19092972,2025-07,40.0,1209.97,148.03,19.0,0.0
59467838,2026-01,18.0,3748.48,659.3,8.0,1.0
44203758,2026-02,16.0,2936.03,458.68,8.0,2.0
10276997,Oct-2025,29.0,8869.19,1056.5,9.0,2.0
24877494,2026-01,34.0,2560.12,977.17,19.0,2.0
78084389,2026-02,27.0,959.21,744.28,11.0,1.0
20667908,2026-05,40.0,2323.42,2332.65,30.0,0.0
76860511,2026-03,20.0,6827.51,1476.91,9.0,0.0
93177310,2025-11,27.0,6283.57,924.55,23.0,0.0
88043839,2025-09,25.0,4238.75,725.69,12.0,0.0
14042160,2025-12,39.0,4047.03,1750.52,24.0,0.0
37693266,2026-01,23.0,4005.19,1167.52,9.0,0.0
23554008,2025-11,16.0,6706.05,391.83,11.0,0.0
41576769,2025-11,19.0,2215.04,375.81,7.0,0.0
52037472,2025-07,55.0,7930.27,2377.08,32.0,0.0
10271862,2025-08,32.0,5599.28,2898.06,27.0,0.0
62578656,2026-01,19.0,4351.28,392.15,11.0,1.0
64300917,2025-12,42.0,3223.11,1022.19,12.0,1.0
70188879,2025-07,54.0,6391.54,3180.91,,
93856715,2025-12,41.0,4055.86,818.84,16.0,1.0
96555559,2025-10,29.0,3829.43,877.98,9.0,1.0
98652922,2025-12,37.0,6473.72,1059.13,17.0,1.0
91880369,2025-08,47.0,4638.38,1381.34,28.0,0.0
76637284,2025-08,30.0,4398.97,1151.55,25.0,0.0
14125946,2025-09,19.0,3604.67,514.2,9.0,1.0
86598285,2025-06,24.0,4513.11,738.49,15.0,0.0
70384175,2026-05,50.0,3457.66,5250.12,24.0,1.0
33698468,2026-02,29.0,4824.68,,17.0,0.0
67305442,2026-02,39.0,4270.07,1173.62,15.0,2.0
75441808,2025-10,38.0,2481.25,1008.52,28.0,0.0
46903659,2026-02,12.0,4670.76,399.21,7.0,0.0
43821813,2026-01,32.0,2687.05,1361.79,16.0,1.0
50731986,2025-11,30.0,1917.52,1075.99,20.0,0.0
67425285,2025-11,18.0,2026.11,645.24,10.0,0.0
34906999,2026-03,38.0,4980.65,1358.27,21.0,0.0
45478774,2026-04,35.0,4987.21,1676.88,27.0,0.0
